rd,tz=0,v=1.5
time,radon_B,rd_particle_B,radon_pCi,rd_particle_pCi
1689896400,8.609e+00,1.000e+00,2.327e-01,2.705e-02
1689897000,1.000e+00,3.000e+00,2.705e-02,8.109e-02
1689897600,4.209e+00,1.000e+00,1.138e-01,2.705e-02
1689898200,6.343e+00,3.000e+00,1.714e-01,8.109e-02
1689898800,1.302e+01,7.501e+00,3.520e-01,2.027e-01
1689899400,4.209e+00,1.000e+00,1.138e-01,2.705e-02
1689900000,4.209e+00,8.001e+00,1.138e-01,2.162e-01
1689900600,6.475e+00,1.000e+00,1.750e-01,2.705e-02
1689901200,8.675e+00,1.000e+00,2.345e-01,2.705e-02
1689901800,8.609e+00,4.001e+00,2.327e-01,1.081e-01
1689902400,8.543e+00,2.000e+00,2.309e-01,2.705e-02
1689903000,4.209e+00,3.500e+00,1.138e-01,9.461e-02
1689903600,2.009e+00,3.501e+00,5.429e-02,9.461e-02
1689904200,6.409e+00,1.000e+00,1.732e-01,2.705e-02
1689904800,2.871e+01,5.001e+00,7.761e-01,1.352e-01
1689905400,1.068e+01,5.001e+00,2.886e-01,1.352e-01
1689906000,4.209e+00,6.501e+00,1.138e-01,1.757e-01
1689906600,1.543e+01,1.000e+00,4.170e-01,2.705e-02
1689907200,4.143e+00,1.000e+00,1.120e-01,2.705e-02
1689907800,8.543e+00,4.001e+00,2.309e-01,1.081e-01
1689908400,4.275e+00,3.501e+00,1.155e-01,9.461e-02
1689909000,6.343e+00,2.500e+00,1.714e-01,6.758e-02
1689909600,4.275e+00,3.000e+00,1.155e-01,8.109e-02
1689910200,6.464e+00,4.493e+00,1.747e-01,1.214e-01
1689910800,2.241e+01,1.000e+00,6.056e-01,2.705e-02
1689911400,1.991e+01,9.001e+00,5.381e-01,2.433e-01
1689912000,8.543e+00,1.000e+00,2.309e-01,2.705e-02
1689912600,7.154e+00,3.500e+00,1.933e-01,9.461e-02
1689913200,1.081e+01,3.501e+00,2.922e-01,9.461e-02
1689913800,1.539e+01,4.501e+00,4.159e-01,1.216e-01
1689914400,1.296e+01,6.001e+00,3.503e-01,1.622e-01
1689915000,1.296e+01,1.000e+00,3.503e-01,2.705e-02
1689915600,8.675e+00,1.000e+00,2.345e-01,2.705e-02
1689916200,4.209e+00,6.501e+00,1.137e-01,1.757e-01
1689916800,1.088e+01,1.000e+00,2.941e-01,2.705e-02
1689917400,1.525e+01,5.001e+00,4.123e-01,1.352e-01
1689918000,1.290e+01,1.000e+00,3.486e-01,2.705e-02
1689918600,4.143e+00,1.000e+00,1.120e-01,2.705e-02
1689919200,1.081e+01,8.501e+00,2.923e-01,2.298e-01
1689919800,2.009e+00,1.000e+00,5.428e-02,2.705e-02
1689920400,8.609e+00,4.501e+00,2.327e-01,1.216e-01
1689921000,8.609e+00,4.501e+00,2.327e-01,1.216e-01
1689921600,6.475e+00,1.000e+00,1.750e-01,2.705e-02
1689922200,4.275e+00,1.000e+01,1.155e-01,2.703e-01
1689922800,1.546e+01,4.001e+00,4.177e-01,1.081e-01
1689923400,1.766e+01,3.000e+00,4.774e-01,8.109e-02
1689924000,6.343e+00,1.000e+00,1.714e-01,2.705e-02
1689924600,1.995e+01,1.000e+00,5.392e-01,2.705e-02
1689925200,6.409e+00,3.501e+00,1.732e-01,9.461e-02
1689925800,6.464e+00,5.991e+00,1.747e-01,1.619e-01
1689926400,8.609e+00,1.000e+00,2.327e-01,2.705e-02
1689927000,1.306e+01,3.500e+00,3.529e-01,9.461e-02
1689927600,4.275e+00,3.000e+00,1.155e-01,8.109e-02
1689928200,8.675e+00,1.000e+00,2.345e-01,2.705e-02
1689928800,4.275e+00,3.501e+00,1.155e-01,9.461e-02
1689929400,4.209e+00,9.001e+00,1.138e-01,2.433e-01
1689930000,8.609e+00,1.000e+00,2.327e-01,2.705e-02
1689930600,1.524e+01,2.000e+00,4.118e-01,2.705e-02
1689931200,1.306e+01,3.501e+00,3.529e-01,9.461e-02
1689931800,2.000e+01,2.500e+00,5.406e-01,6.758e-02
1689932400,4.807e+01,6.001e+00,1.299e+00,1.622e-01
1689933000,1.963e+01,4.501e+00,5.305e-01,1.216e-01
1689933600,8.609e+00,1.400e+01,2.327e-01,3.784e-01
1689934200,1.978e+01,4.001e+00,5.345e-01,1.081e-01
1689934800,1.750e+01,3.501e+00,4.728e-01,9.461e-02
1689935400,8.543e+00,1.800e+01,2.309e-01,4.866e-01
1689936000,8.675e+00,1.000e+00,2.345e-01,2.705e-02
1689936600,5.923e+01,1.650e+01,1.601e+00,4.460e-01
1689937200,3.602e+01,8.001e+00,9.736e-01,2.162e-01
1689937800,5.749e+01,4.001e+00,1.554e+00,1.081e-01
1689938400,3.768e+01,1.550e+01,1.018e+00,4.190e-01
1689939000,2.542e+01,2.550e+01,6.869e-01,6.893e-01
1689939600,1.915e+01,8.001e+00,5.177e-01,2.162e-01
1689940200,2.142e+01,9.501e+00,5.789e-01,2.568e-01
1689940800,2.139e+01,1.300e+01,5.780e-01,3.514e-01
1689941400,2.389e+01,2.796e+01,6.456e-01,7.556e-01
1689942000,3.100e+01,2.050e+01,8.379e-01,5.541e-01
1689942600,3.333e+01,2.000e+01,9.009e-01,5.406e-01
1689943200,3.805e+01,1.000e+01,1.028e+00,2.703e-01
1689943800,5.384e+01,2.100e+01,1.455e+00,5.676e-01
1689944400,2.112e+01,5.501e+00,5.708e-01,1.487e-01
1689945000,2.356e+01,1.700e+01,6.369e-01,4.595e-01
1689945600,1.697e+01,1.050e+01,4.587e-01,2.838e-01
1689946200,1.692e+01,1.000e+00,4.573e-01,2.705e-02
1689946800,2.853e+01,1.200e+01,7.711e-01,3.244e-01
1689947400,1.271e+01,1.250e+01,3.435e-01,3.379e-01
1689948000,1.954e+01,1.000e+00,5.281e-01,2.705e-02
1689948600,2.416e+01,1.650e+01,6.529e-01,4.460e-01
1689949200,1.287e+01,1.000e+00,3.480e-01,2.705e-02
1689949800,8.609e+00,1.400e+01,2.327e-01,3.784e-01
1689950400,1.084e+01,1.000e+00,2.931e-01,2.705e-02
1689951000,4.557e+00,1.550e+01,1.232e-01,4.190e-01
1689951600,2.225e+01,1.000e+00,6.012e-01,2.705e-02
1689952200,1.302e+01,6.501e+00,3.520e-01,1.757e-01
1689952800,2.205e+01,3.000e+00,5.958e-01,8.109e-02
1689953400,4.143e+00,1.000e+00,1.120e-01,2.705e-02
1689954000,1.759e+01,1.300e+01,4.754e-01,3.514e-01
1689954600,8.609e+00,2.000e+00,2.327e-01,2.705e-02
1689955200,6.475e+00,1.000e+01,1.750e-01,2.703e-01
1689955800,1.295e+01,1.250e+01,3.501e-01,3.379e-01
1689956400,2.223e+01,3.495e+00,6.007e-01,9.445e-02
1689957000,6.475e+00,1.000e+00,1.750e-01,2.705e-02
1689957600,4.275e+00,1.000e+00,1.155e-01,2.705e-02
1689958200,1.088e+01,9.001e+00,2.939e-01,2.433e-01
1689958800,1.297e+01,5.501e+00,3.504e-01,1.487e-01
1689959400,1.536e+01,1.000e+00,4.151e-01,2.705e-02
1689960000,8.609e+00,1.600e+01,2.327e-01,4.325e-01
1689960600,6.409e+00,1.000e+00,1.732e-01,2.705e-02
1689961200,8.675e+00,1.000e+00,2.345e-01,2.705e-02
1689961800,8.675e+00,8.501e+00,2.345e-01,2.298e-01
1689962400,6.343e+00,3.501e+00,1.714e-01,9.461e-02
1689963000,1.542e+01,1.000e+00,4.166e-01,2.705e-02
1689963600,6.409e+00,6.001e+00,1.732e-01,1.622e-01
1689964200,4.143e+00,6.001e+00,1.120e-01,1.622e-01
1689964800,6.343e+00,1.000e+00,1.714e-01,2.705e-02
1689965400,4.275e+00,4.501e+00,1.155e-01,1.216e-01
1689966000,8.675e+00,1.000e+00,2.345e-01,2.705e-02
1689966600,1.771e+01,7.501e+00,4.788e-01,2.027e-01
1689967200,1.075e+01,3.500e+00,2.904e-01,9.461e-02
1689967800,1.298e+01,1.000e+00,3.509e-01,2.705e-02
1689968400,1.304e+01,4.001e+00,3.525e-01,1.081e-01
1689969000,4.275e+00,1.000e+00,1.155e-01,2.705e-02
1689969600,1.082e+01,7.001e+00,2.923e-01,1.892e-01
1689970200,2.248e+01,1.000e+00,6.076e-01,2.705e-02
1689970800,4.209e+00,4.001e+00,1.138e-01,1.081e-01
1689971400,1.088e+01,2.500e+00,2.940e-01,6.758e-02
1689972000,1.309e+01,4.493e+00,3.537e-01,1.214e-01
1689972600,4.275e+00,6.001e+00,1.155e-01,1.622e-01
1689973200,1.299e+01,1.000e+00,3.510e-01,2.705e-02
1689973800,8.609e+00,3.000e+00,2.327e-01,8.109e-02
1689974400,1.312e+01,8.501e+00,3.545e-01,2.298e-01
1689975000,6.475e+00,1.000e+00,1.750e-01,2.705e-02
1689975600,1.088e+01,3.000e+00,2.941e-01,8.109e-02
1689976200,8.543e+00,1.000e+00,2.309e-01,2.705e-02
1689976800,4.275e+00,4.001e+00,1.155e-01,1.081e-01
1689977400,6.475e+00,1.000e+00,1.750e-01,2.705e-02
1689978000,1.000e+00,3.501e+00,2.705e-02,9.461e-02
1689978600,1.317e+01,1.000e+00,3.558e-01,2.705e-02
1689979200,8.675e+00,2.500e+00,2.345e-01,6.758e-02
1689979800,6.409e+00,2.000e+00,1.732e-01,2.705e-02
1689980400,2.075e+00,5.501e+00,5.607e-02,1.487e-01
1689981000,2.075e+00,1.000e+00,5.607e-02,2.705e-02
1689981600,1.549e+01,5.001e+00,4.188e-01,1.352e-01
1689982200,8.609e+00,1.000e+00,2.327e-01,2.705e-02
1689982800,6.409e+00,2.500e+00,1.732e-01,6.758e-02
1689983400,8.609e+00,1.000e+00,2.327e-01,2.705e-02
1689984000,4.275e+00,7.501e+00,1.155e-01,2.027e-01
1689984600,6.343e+00,1.000e+00,1.714e-01,2.705e-02
1689985200,8.543e+00,1.000e+00,2.309e-01,2.705e-02
1689985800,8.675e+00,7.001e+00,2.345e-01,1.892e-01
1689986400,1.545e+01,1.000e+00,4.175e-01,2.705e-02
1689987000,6.475e+00,6.001e+00,1.750e-01,1.622e-01
1689987600,6.475e+00,1.000e+00,1.750e-01,2.705e-02
1689988200,1.305e+01,3.994e+00,3.528e-01,1.079e-01
1689988800,1.313e+01,5.001e+00,3.548e-01,1.352e-01
1689989400,4.143e+00,1.000e+00,1.120e-01,2.705e-02
1689990000,4.209e+00,2.500e+00,1.138e-01,6.758e-02
1689990600,2.017e+01,6.001e+00,5.452e-01,1.622e-01
1689991200,2.075e+00,3.000e+00,5.607e-02,8.109e-02
1689991800,6.409e+00,1.000e+00,1.732e-01,2.705e-02
1689992400,6.409e+00,3.000e+00,1.732e-01,8.109e-02
1689993000,6.475e+00,5.001e+00,1.750e-01,1.352e-01
1689993600,2.009e+00,7.501e+00,5.429e-02,2.027e-01
1689994200,6.475e+00,1.000e+00,1.750e-01,2.705e-02
1689994800,8.675e+00,1.000e+00,2.345e-01,2.705e-02
1689995400,4.275e+00,3.000e+00,1.155e-01,8.109e-02
1689996000,2.251e+01,4.501e+00,6.084e-01,1.216e-01
1689996600,1.757e+01,1.000e+00,4.749e-01,2.705e-02
1689997200,1.000e+00,7.501e+00,2.705e-02,2.027e-01
1689997800,7.296e+00,1.000e+00,1.972e-01,2.705e-02
1689998400,4.275e+00,2.500e+00,1.155e-01,6.758e-02
1689999000,6.343e+00,2.000e+00,1.714e-01,2.705e-02
1689999600,1.538e+01,5.501e+00,4.157e-01,1.487e-01
1690000200,1.081e+01,3.501e+00,2.923e-01,9.461e-02
1690000800,1.312e+01,3.500e+00,3.547e-01,9.461e-02
1690001400,2.075e+00,4.001e+00,5.607e-02,1.081e-01
1690002000,1.089e+01,2.500e+00,2.942e-01,6.758e-02
1690002600,6.409e+00,7.001e+00,1.732e-01,1.892e-01
1690003200,1.075e+01,1.000e+00,2.906e-01,2.705e-02
1690003800,4.202e+00,1.198e+01,1.136e-01,3.238e-01
1690004400,4.209e+00,5.501e+00,1.137e-01,1.487e-01
1690005000,1.315e+01,4.001e+00,3.555e-01,1.081e-01
1690005600,2.246e+01,6.501e+00,6.071e-01,1.757e-01
1690006200,8.675e+00,1.000e+00,2.345e-01,2.705e-02
1690006800,1.525e+01,3.500e+00,4.121e-01,9.461e-02
1690007400,2.225e+01,1.050e+01,6.014e-01,2.838e-01
1690008000,1.752e+01,1.000e+00,4.736e-01,2.705e-02
1690008600,6.475e+00,1.000e+00,1.750e-01,2.705e-02
1690009200,1.302e+01,9.001e+00,3.519e-01,2.433e-01
1690009800,1.087e+01,6.501e+00,2.937e-01,1.757e-01
1690010400,1.521e+01,3.501e+00,4.110e-01,9.461e-02
1690011000,1.087e+01,1.000e+01,2.937e-01,2.703e-01
1690011600,1.534e+01,1.000e+00,4.146e-01,2.705e-02
1690012200,4.143e+00,8.501e+00,1.120e-01,2.298e-01
1690012800,1.088e+01,5.001e+00,2.939e-01,1.352e-01
1690013400,1.537e+01,1.000e+00,4.153e-01,2.705e-02
1690014000,2.075e+00,1.150e+01,5.607e-02,3.109e-01
1690014600,1.081e+01,1.000e+00,2.923e-01,2.705e-02
1690015200,1.539e+01,1.000e+00,4.159e-01,2.705e-02
1690015800,1.529e+01,9.501e+00,4.133e-01,2.568e-01
1690016400,1.977e+01,1.000e+00,5.344e-01,2.705e-02
1690017000,1.080e+01,8.501e+00,2.918e-01,2.298e-01
1690017600,1.074e+01,4.001e+00,2.902e-01,1.081e-01
1690018200,8.543e+00,2.000e+00,2.309e-01,2.705e-02
1690018800,8.675e+00,8.001e+00,2.345e-01,2.162e-01
1690019400,1.720e+01,1.000e+00,4.649e-01,2.705e-02
1690020000,1.969e+01,1.300e+01,5.321e-01,3.514e-01
1690020600,1.510e+01,1.000e+00,4.082e-01,2.705e-02
1690021200,2.461e+01,1.200e+01,6.651e-01,3.244e-01
1690021800,3.186e+01,4.001e+00,8.611e-01,1.081e-01
1690022400,4.183e+01,6.001e+00,1.131e+00,1.622e-01
1690023000,1.070e+01,1.100e+01,2.891e-01,2.973e-01
1690023600,2.193e+01,1.000e+00,5.927e-01,2.705e-02
1690024200,3.120e+01,1.050e+01,8.432e-01,2.838e-01
1690024800,2.394e+01,5.001e+00,6.472e-01,1.352e-01
1690025400,2.409e+01,6.001e+00,6.512e-01,1.622e-01
1690026000,1.510e+01,1.150e+01,4.082e-01,3.109e-01
1690026600,1.942e+01,1.000e+00,5.248e-01,2.705e-02
1690027200,1.956e+01,1.450e+01,5.286e-01,3.920e-01
1690027800,2.173e+01,1.000e+00,5.872e-01,2.705e-02
1690028400,1.501e+01,5.001e+00,4.058e-01,1.352e-01
1690029000,2.659e+01,8.501e+00,7.188e-01,2.298e-01
1690029600,3.645e+01,8.501e+00,9.851e-01,2.298e-01
1690030200,2.155e+01,8.501e+00,5.823e-01,2.298e-01
1690030800,2.392e+01,1.000e+00,6.466e-01,2.705e-02
1690031400,2.619e+01,8.001e+00,7.079e-01,2.162e-01
1690032000,2.868e+01,3.501e+00,7.753e-01,9.461e-02
1690032600,2.172e+01,1.000e+00,5.872e-01,2.705e-02
1690033200,3.104e+01,1.450e+01,8.389e-01,3.920e-01
1690033800,2.169e+01,1.000e+01,5.861e-01,2.703e-01
1690034400,1.719e+01,2.000e+00,4.645e-01,2.705e-02
1690035000,2.410e+01,1.048e+01,6.514e-01,2.834e-01
1690035600,1.945e+01,1.000e+00,5.257e-01,2.705e-02
1690036200,2.177e+01,2.000e+00,5.884e-01,2.705e-02
1690036800,1.725e+01,1.200e+01,4.662e-01,3.244e-01
1690037400,1.507e+01,4.001e+00,4.073e-01,1.081e-01
1690038000,1.732e+01,4.001e+00,4.682e-01,1.081e-01
1690038600,1.000e+00,6.501e+00,2.705e-02,1.757e-01
1690039200,4.600e+00,6.501e+00,1.243e-01,1.757e-01
1690039800,4.011e+00,1.500e+01,1.084e-01,4.055e-01
1690040400,8.543e+00,1.000e+00,2.309e-01,2.705e-02
1690041000,1.081e+01,1.050e+01,2.921e-01,2.838e-01
1690041600,1.303e+01,1.100e+01,3.521e-01,2.973e-01
1690042200,1.528e+01,6.001e+00,4.131e-01,1.622e-01
1690042800,1.087e+01,6.501e+00,2.937e-01,1.757e-01
1690043400,6.343e+00,2.500e+00,1.714e-01,6.758e-02
1690044000,1.081e+01,3.500e+00,2.921e-01,9.461e-02
1690044600,8.675e+00,2.000e+00,2.345e-01,2.705e-02
1690045200,1.304e+01,1.050e+01,3.525e-01,2.838e-01
1690045800,1.297e+01,1.100e+01,3.504e-01,2.973e-01
1690046400,8.411e+00,1.000e+00,2.273e-01,2.705e-02
1690047000,8.609e+00,8.501e+00,2.327e-01,2.298e-01
1690047600,1.311e+01,5.001e+00,3.544e-01,1.352e-01
1690048200,6.475e+00,8.501e+00,1.750e-01,2.298e-01
1690048800,8.609e+00,1.000e+00,2.327e-01,2.705e-02
1690049400,8.675e+00,4.501e+00,2.345e-01,1.216e-01
1690050000,6.332e+00,8.487e+00,1.711e-01,2.294e-01
1690050600,8.411e+00,1.000e+00,2.273e-01,2.705e-02
1690051200,6.409e+00,1.800e+01,1.732e-01,4.866e-01
1690051800,6.475e+00,5.001e+00,1.750e-01,1.352e-01
1690052400,2.075e+00,1.000e+00,5.607e-02,2.705e-02
1690053000,1.761e+01,1.250e+01,4.759e-01,3.379e-01
1690053600,2.009e+00,3.501e+00,5.429e-02,9.461e-02
1690054200,1.997e+01,9.001e+00,5.397e-01,2.433e-01
1690054800,6.277e+00,1.000e+00,1.697e-01,2.705e-02
1690055400,1.535e+01,6.001e+00,4.149e-01,1.622e-01
1690056000,1.088e+01,3.501e+00,2.940e-01,9.461e-02
1690056600,1.532e+01,1.000e+00,4.140e-01,2.705e-02
1690057200,1.087e+01,4.001e+00,2.939e-01,1.081e-01
1690057800,1.530e+01,1.000e+00,4.135e-01,2.705e-02
1690058400,1.535e+01,9.001e+00,4.148e-01,2.433e-01
1690059000,1.996e+01,6.501e+00,5.395e-01,1.757e-01
1690059600,6.475e+00,3.000e+00,1.750e-01,8.109e-02
1690060200,6.343e+00,3.000e+00,1.714e-01,8.109e-02
1690060800,1.088e+01,3.000e+00,2.939e-01,8.109e-02
1690061400,6.343e+00,3.000e+00,1.714e-01,8.109e-02
1690062000,8.675e+00,1.050e+01,2.345e-01,2.838e-01
1690062600,1.533e+01,1.000e+00,4.143e-01,2.705e-02
1690063200,8.609e+00,5.001e+00,2.327e-01,1.352e-01
1690063800,1.088e+01,6.001e+00,2.940e-01,1.622e-01
1690064400,8.477e+00,1.000e+00,2.291e-01,2.705e-02
1690065000,1.519e+01,1.000e+00,4.104e-01,2.705e-02
1690065600,1.086e+01,1.248e+01,2.934e-01,3.373e-01
1690066200,2.003e+01,1.000e+00,5.413e-01,2.705e-02
1690066800,2.243e+00,5.501e+00,6.063e-02,1.487e-01
1690067400,2.075e+00,7.001e+00,5.607e-02,1.892e-01
1690068000,6.475e+00,1.000e+00,1.750e-01,2.705e-02
1690068600,1.088e+01,3.501e+00,2.942e-01,9.461e-02
1690069200,6.409e+00,1.000e+00,1.732e-01,2.705e-02
1690069800,1.000e+00,2.500e+00,2.705e-02,6.758e-02
1690070400,1.782e+01,7.501e+00,4.817e-01,2.027e-01
1690071000,6.475e+00,1.000e+00,1.750e-01,2.705e-02
1690071600,8.675e+00,6.501e+00,2.345e-01,1.757e-01
1690072200,8.675e+00,1.000e+00,2.345e-01,2.705e-02
1690072800,6.343e+00,7.001e+00,1.714e-01,1.892e-01
1690073400,8.609e+00,1.000e+00,2.327e-01,2.705e-02
1690074000,1.000e+00,7.501e+00,2.705e-02,2.027e-01
1690074600,8.477e+00,7.501e+00,2.291e-01,2.027e-01
1690075200,1.082e+01,1.000e+00,2.925e-01,2.705e-02
1690075800,2.502e+01,4.501e+00,6.763e-01,1.216e-01
1690076400,2.705e+01,1.000e+00,7.310e-01,2.705e-02
1690077000,1.299e+01,1.600e+01,3.511e-01,4.325e-01
1690077600,8.609e+00,1.000e+00,2.327e-01,2.705e-02
1690078200,1.302e+01,1.000e+00,3.518e-01,2.705e-02
1690078800,9.413e+00,7.501e+00,2.544e-01,2.027e-01
1690079400,4.275e+00,6.501e+00,1.155e-01,1.757e-01
1690080000,1.088e+01,1.000e+00,2.940e-01,2.705e-02
1690080600,1.755e+01,3.501e+00,4.743e-01,9.461e-02
1690081200,1.757e+01,3.000e+00,4.749e-01,8.109e-02
1690081800,1.751e+01,5.991e+00,4.733e-01,1.619e-01
1690082400,1.080e+01,3.000e+00,2.918e-01,8.109e-02
1690083000,6.409e+00,1.000e+00,1.732e-01,2.705e-02
1690083600,1.303e+01,6.501e+00,3.521e-01,1.757e-01
1690084200,1.080e+01,2.500e+00,2.920e-01,6.758e-02
1690084800,1.752e+01,1.050e+01,4.734e-01,2.838e-01
1690085400,6.343e+00,3.501e+00,1.714e-01,9.461e-02
1690086000,6.475e+00,1.000e+00,1.750e-01,2.705e-02
1690086600,6.343e+00,2.000e+00,1.714e-01,2.705e-02
1690087200,6.409e+00,4.501e+00,1.732e-01,1.216e-01
1690087800,2.075e+00,1.000e+00,5.607e-02,2.705e-02
1690088400,4.209e+00,7.501e+00,1.138e-01,2.027e-01
1690089000,6.475e+00,7.001e+00,1.750e-01,1.892e-01
1690089600,4.275e+00,1.000e+00,1.155e-01,2.705e-02
1690090200,1.083e+01,4.001e+00,2.926e-01,1.081e-01
1690090800,8.675e+00,5.001e+00,2.345e-01,1.352e-01
1690091400,2.017e+01,9.501e+00,5.451e-01,2.568e-01
1690092000,1.991e+01,1.000e+00,5.381e-01,2.705e-02
1690092600,1.074e+01,5.001e+00,2.902e-01,1.352e-01
1690093200,8.675e+00,2.000e+00,2.345e-01,2.705e-02
1690093800,6.409e+00,5.001e+00,1.732e-01,1.352e-01
1690094400,4.275e+00,9.501e+00,1.155e-01,2.568e-01
1690095000,4.209e+00,1.000e+00,1.138e-01,2.705e-02
1690095600,1.301e+01,4.001e+00,3.516e-01,1.081e-01
1690096200,1.760e+01,7.501e+00,4.756e-01,2.027e-01
1690096800,2.486e+01,7.001e+00,6.718e-01,1.892e-01
1690097400,3.443e+01,4.493e+00,9.304e-01,1.214e-01
1690098000,2.202e+01,8.501e+00,5.951e-01,2.298e-01
1690098600,2.901e+01,1.000e+00,7.841e-01,2.705e-02
1690099200,8.477e+00,1.300e+01,2.291e-01,3.514e-01
1690099800,1.743e+01,5.501e+00,4.710e-01,1.487e-01
1690100400,2.497e+01,1.000e+00,6.750e-01,2.705e-02
1690101000,3.146e+01,1.000e+01,8.504e-01,2.703e-01
1690101600,2.190e+01,1.000e+00,5.918e-01,2.705e-02
1690102200,1.058e+01,3.000e+00,2.859e-01,8.109e-02
1690102800,1.926e+01,1.050e+01,5.206e-01,2.838e-01
1690103400,3.405e+01,1.000e+00,9.203e-01,2.705e-02
1690104000,2.647e+01,3.000e+00,7.155e-01,8.109e-02
1690104600,3.615e+01,5.501e+00,9.771e-01,1.487e-01
1690105200,1.057e+01,3.501e+00,2.856e-01,9.461e-02
1690105800,3.614e+01,7.001e+00,9.769e-01,1.892e-01
1690106400,2.395e+01,1.000e+00,6.472e-01,2.705e-02
1690107000,2.141e+01,3.501e+00,5.786e-01,9.461e-02
1690107600,1.509e+01,1.000e+00,4.077e-01,2.705e-02
1690108200,3.138e+01,1.350e+01,8.481e-01,3.649e-01
1690108800,3.599e+01,1.000e+00,9.728e-01,2.705e-02
1690109400,1.283e+01,1.000e+01,3.468e-01,2.703e-01
1690110000,4.209e+00,5.501e+00,1.137e-01,1.487e-01
1690110600,1.519e+01,1.000e+01,4.107e-01,2.703e-01
1690111200,1.084e+01,1.000e+00,2.930e-01,2.705e-02
1690111800,6.475e+00,1.000e+00,1.750e-01,2.705e-02
1690112400,1.749e+01,1.350e+01,4.726e-01,3.649e-01
1690113000,1.958e+01,1.000e+00,5.292e-01,2.705e-02
1690113600,2.678e+01,2.000e+00,7.239e-01,2.705e-02
1690114200,1.300e+01,4.001e+00,3.513e-01,1.081e-01
1690114800,6.409e+00,5.001e+00,1.732e-01,1.352e-01
1690115400,2.700e+01,1.500e+01,7.296e-01,4.055e-01
1690116000,3.156e+01,1.000e+00,8.530e-01,2.705e-02
1690116600,2.910e+01,1.750e+01,7.865e-01,4.730e-01
1690117200,3.137e+01,1.000e+00,8.480e-01,2.705e-02
1690117800,2.166e+01,8.001e+00,5.853e-01,2.162e-01
1690118400,2.388e+01,1.000e+00,6.454e-01,2.705e-02
1690119000,3.113e+01,1.600e+01,8.413e-01,4.325e-01
1690119600,5.744e+01,1.000e+00,1.552e+00,2.705e-02
1690120200,1.479e+01,3.501e+00,3.998e-01,9.461e-02
1690120800,1.720e+01,5.501e+00,4.649e-01,1.487e-01
1690121400,3.361e+01,3.501e+00,9.083e-01,9.461e-02
1690122000,1.283e+01,3.500e+00,3.467e-01,9.461e-02
1690122600,1.281e+01,6.501e+00,3.462e-01,1.757e-01
1690123200,2.640e+01,3.500e+00,7.135e-01,9.461e-02
1690123800,8.609e+00,1.000e+00,2.327e-01,2.705e-02
1690124400,1.293e+01,1.050e+01,3.493e-01,2.838e-01
1690125000,2.191e+01,1.000e+00,5.921e-01,2.705e-02
1690125600,1.511e+01,8.501e+00,4.084e-01,2.298e-01
1690126200,1.084e+01,1.000e+00,2.931e-01,2.705e-02
1690126800,1.517e+01,1.100e+01,4.101e-01,2.973e-01
1690127400,1.289e+01,2.500e+00,3.485e-01,6.758e-02
1690128000,1.743e+01,1.000e+00,4.710e-01,2.705e-02
1690128600,1.072e+01,8.501e+00,2.898e-01,2.298e-01
1690129200,1.079e+01,2.500e+00,2.917e-01,6.758e-02
1690129800,4.209e+00,5.501e+00,1.137e-01,1.487e-01
1690130400,2.718e+01,4.501e+00,7.345e-01,1.216e-01
1690131000,1.079e+01,4.001e+00,2.916e-01,1.081e-01
1690131600,1.086e+01,3.501e+00,2.936e-01,9.461e-02
1690132200,9.306e+00,4.501e+00,2.515e-01,1.216e-01
1690132800,1.308e+01,1.500e+01,3.535e-01,4.055e-01
1690133400,6.343e+00,1.000e+00,1.714e-01,2.705e-02
1690134000,8.609e+00,9.001e+00,2.327e-01,2.433e-01
1690134600,1.310e+01,7.501e+00,3.541e-01,2.027e-01
1690135200,2.009e+00,6.501e+00,5.428e-02,1.757e-01
1690135800,1.541e+01,6.501e+00,4.165e-01,1.757e-01
1690136400,1.747e+01,1.000e+00,4.721e-01,2.705e-02
1690137000,1.074e+01,1.000e+00,2.902e-01,2.705e-02
1690137600,1.289e+01,8.501e+00,3.484e-01,2.298e-01
1690138200,6.343e+00,3.501e+00,1.714e-01,9.461e-02
1690138800,1.068e+01,3.501e+00,2.886e-01,9.461e-02
1690139400,1.000e+00,7.501e+00,2.705e-02,2.027e-01
1690140000,8.609e+00,1.000e+00,2.327e-01,2.705e-02
1690140600,1.306e+01,4.001e+00,3.531e-01,1.081e-01
1690141200,8.609e+00,6.001e+00,2.327e-01,1.622e-01
1690141800,4.077e+00,5.501e+00,1.102e-01,1.487e-01
1690142400,1.314e+01,1.000e+00,3.552e-01,2.705e-02
1690143000,1.766e+01,8.001e+00,4.772e-01,2.162e-01
1690143600,2.704e+01,1.000e+00,7.307e-01,2.705e-02
1690144200,1.982e+01,1.000e+00,5.357e-01,2.705e-02
1690144800,1.528e+01,1.100e+01,4.130e-01,2.973e-01
1690145400,1.299e+01,2.500e+00,3.510e-01,6.758e-02
1690146000,1.516e+01,1.000e+00,4.098e-01,2.705e-02
1690146600,1.982e+01,2.000e+00,5.356e-01,2.705e-02
1690147200,1.291e+01,5.501e+00,3.489e-01,1.487e-01
1690147800,8.609e+00,3.501e+00,2.327e-01,9.461e-02
1690148400,2.694e+01,3.500e+00,7.280e-01,9.461e-02
1690149000,1.085e+01,1.000e+00,2.933e-01,2.705e-02
